data,ciutat,categoria,import
2024-05-15,València,Llar,453.3
2024-04-06,Madrid,Electrònica,402.75
2024-11-18,Barcelona,Joguines,NA
2024-12-16,Girona,Electrònica,46.55
2024-10-10,Málaga,Llar,337.48
2024-02-13,Alacant,Llibres,121.84
2024-10-24,València,Electrònica,415.35
2024-09-09,València,Electrònica,65.53
2024-06-11,Málaga,Llibres,375.45
2024-04-14,Madrid,Electrònica,485.11
2024-08-14,Madrid,Esport,NA
2024-09-12,Saragossa,Electrònica,214.77
2024-11-08,Alacant,Joguines,184.68
2024-12-12,Málaga,Electrònica,453.09
2024-01-27,Girona,Joguines,346.89
2024-11-08,Madrid,Llar,479.45
2024-06-26,Saragossa,Esport,429.54
2024-07-01,Málaga,Llar,459.37
2024-05-03,Alacant,Joguines,109.14
2024-03-15,Bilbao,Joguines,206.11
2024-01-09,Málaga,Joguines,248.39
2024-12-14,Alacant,Roba,439.0
2024-02-27,Barcelona,Roba,179.17
2024-10-24,"Barcelona, ES",Llibres,349.13
2024-01-21,Bilbao,Llibres,322.34
2024-01-13,Barcelona,Roba,45.7
2024-03-08,Sevilla,Joguines,382.77
2024-10-22,València,Roba,437.39
2024-03-09,Barcelona,Esport,400.77
2024-04-03,València,Alimentació,191.77
2024-10-08,Barcelona,Electrònica,325.32
2024-11-08,Málaga,Llar,352.12
2024-03-02,València,Llar,78.88
2024-06-06,Alacant,Electrònica,
2024-09-14,Girona,Llar,249.6
2024-04-23,Barcelona,Joguines,136.77
2024-12-16,Madrid,Llar,302.04
2024-05-24,Saragossa,Llar,397.27
2024-01-10,Alacant,Alimentació,454.13
2024-06-19,Saragossa,Llar,237.1
2024-06-23,València,Alimentació,355.68
2024-12-20,Madrid,Electrònica,30.8
2024-04-16,Málaga,Esport,483.77
2024-10-23,Girona,Electrònica,
2024-09-20,Madrid,Llar,70.46
2024-09-02,Sevilla,Roba,248.96
2024-06-15,Barcelona,Roba,219.3
2024-05-04,Madrid,Alimentació,486.82
2024-05-24,Madrid,Llar,439.08
2024-10-27,Girona,Roba,220.71
2024-03-11,Girona,Llar,79.88
2024-11-21,"Barcelona, ES",Electrònica,32.01
2024-03-02,València,Alimentació,221.03
2024-08-02,València,Llibres,231.59
2024-02-28,Saragossa,Alimentació,51.32
2024-05-06,Málaga,Llibres,140.03
2024-11-19,Madrid,Electrònica,287.54
2024-07-03,Madrid,Llar,444.25
2024-01-10,Saragossa,Llibres,189.91
2024-02-27,Madrid,Electrònica,416.2
2024-11-16,València,Roba,7.87
2024-01-21,Bilbao,Llar,367.11
2024-12-26,Sevilla,Alimentació,401.77
2024-05-11,"Barcelona, ES",Llibres,476.19
2024-07-03,València,Alimentació,386.58
2024-07-03,Barcelona,Alimentació,390.85
2024-05-21,Girona,Llibres,152.78
2024-07-24,"Barcelona, ES",Roba,303.74
2024-06-22,Barcelona,Roba,247.36
2024-07-16,Madrid,Esport,379.46
2024-06-20,Barcelona,Llibres,25.02
2024-06-15,Saragossa,Llibres,81.76
2024-08-17,Bilbao,Esport,236.77
2024-02-26,València,Alimentació,343.74
2024-05-27,Madrid,Llar,28.63
2024-02-02,València,Esport,51.77
2024-11-24,Sevilla,Roba,294.86
2024-09-01,Barcelona,Llibres,394.16
2024-07-02,Barcelona,Llibres,295.67
2024-08-25,Saragossa,Esport,173.96
2024-03-07,Barcelona,Llibres,133.36
2024-11-04,València,Electrònica,
2024-02-01,Barcelona,Llar,205.52
2024-11-24,Bilbao,Llar,407.5
2024-10-12,Saragossa,Llibres,403.3
2024-02-05,Barcelona,Alimentació,12.86
2024-04-28,Barcelona,Llar,326.62
2024-07-27,Bilbao,Joguines,47.62
2024-08-05,València,Electrònica,451.7
2024-12-23,València,Llar,430.6
2024-10-08,Barcelona,Esport,198.91
2024-06-01,Barcelona,Joguines,489.85
2024-08-24,Sevilla,Llibres,148.93
2024-08-13,València,Esport,467.96
2024-08-08,Saragossa,Esport,
2024-10-11,Sevilla,Roba,211.48
2024-08-04,València,Llibres,350.27
2024-01-06,Madrid,Alimentació,221.86
2024-09-08,Sevilla,Llibres,303.04
2024-12-22,València,Roba,198.23
2024-07-27,Alacant,Llibres,399.01
2024-03-20,Madrid,Llibres,335.19
2024-03-06,Barcelona,Esport,397.77
2024-08-10,Madrid,Esport,NA
2024-01-12,Málaga,Roba,91.48
2024-09-02,"Barcelona, ES",Roba,310.69
2024-02-18,Madrid,Roba,393.52
2024-01-25,Málaga,Roba,427.44
2024-09-20,Bilbao,Llibres,NA
2024-08-26,València,Joguines,487.46
2024-10-20,Girona,Electrònica,25.77
2024-02-06,Bilbao,Joguines,184.01
2024-12-10,Saragossa,Joguines,367.61
2024-02-05,Bilbao,Roba,65.88
2024-04-15,Alacant,Joguines,126.43
2024-08-11,Madrid,Alimentació,189.36
2024-07-12,Bilbao,Alimentació,377.99
2024-07-26,Madrid,Joguines,459.42
2024-08-28,Sevilla,Llibres,19.73
2024-03-25,Barcelona,Joguines,39.44
2024-06-11,València,Joguines,35.43
2024-01-22,Alacant,Alimentació,33.62
2024-11-23,"Barcelona, ES",Esport,212.56
2024-11-23,Sevilla,Roba,160.28
2024-06-01,Málaga,Esport,77.7
2024-07-15,Bilbao,Esport,311.0
2024-08-23,Madrid,Joguines,205.23
2024-04-10,Barcelona,Esport,363.92
2024-12-05,Sevilla,Esport,50.95
2024-09-10,Sevilla,Joguines,16.59
2024-09-19,Madrid,Joguines,364.62
2024-09-04,Girona,Joguines,315.36
2024-06-04,Barcelona,Llibres,227.12
2024-10-24,Barcelona,Roba,403.67
2024-10-19,Saragossa,Llibres,423.03
2024-04-12,Madrid,Llibres,358.85
2024-11-05,Saragossa,Esport,57.09
2024-09-19,Barcelona,Joguines,53.5
2024-12-14,Málaga,Electrònica,215.32
2024-03-16,Madrid,Electrònica,265.5
2024-10-18,Sevilla,Llar,294.23
2024-11-14,Alacant,Llibres,247.32
2024-07-27,Barcelona,Esport,357.02
2024-03-23,València,Esport,110.26
2024-08-02,Girona,Esport,476.15
2024-10-28,València,Electrònica,148.35
2024-09-05,Barcelona,Roba,155.11
2024-08-01,"Barcelona, ES",Alimentació,213.77
2024-05-10,Madrid,Joguines,6.03
2024-09-12,Barcelona,Electrònica,288.66
2024-10-15,Málaga,Joguines,418.06
2024-10-05,Girona,Esport,382.03
2024-11-15,Barcelona,Llibres,400.91
2024-11-20,València,Alimentació,172.8
2024-01-22,Málaga,Llibres,48.82
2024-03-23,Barcelona,Llibres,355.16
2024-09-21,Barcelona,Esport,477.81
2024-09-19,Girona,Esport,376.53
2024-09-01,Barcelona,Esport,14.39
2024-04-08,Málaga,Joguines,224.89
2024-09-20,Madrid,Esport,NA
2024-01-11,València,Llar,
2024-09-11,Madrid,Electrònica,54.17
2024-03-10,Barcelona,Roba,81.34
2024-07-22,Barcelona,Esport,94.82
2024-12-02,Madrid,Electrònica,209.35
2024-06-09,Madrid,Joguines,30.68
2024-04-25,Sevilla,Alimentació,377.43
2024-07-04,Madrid,Roba,206.5
2024-08-01,València,Alimentació,14.22
2024-09-19,Saragossa,Alimentació,327.52
2024-03-10,Sevilla,Llar,319.72
2024-04-26,Alacant,Roba,88.25
2024-04-18,Alacant,Esport,5.5
2024-08-27,Bilbao,Llibres,5.27
2024-08-09,Sevilla,Joguines,499.62
2024-11-07,Sevilla,Esport,84.9
2024-09-19,Barcelona,Electrònica,65.87
2024-03-24,Sevilla,Roba,109.37
2024-09-26,Madrid,Llibres,319.41
2024-12-15,Madrid,Llibres,174.11
2024-08-20,Madrid,Llibres,461.52
2024-10-16,Barcelona,Electrònica,209.52
2024-12-23,València,Llar,394.72
2024-11-21,Barcelona,Electrònica,408.95
2024-08-22,Barcelona,Joguines,302.65
2024-07-06,Málaga,Joguines,9.17
2024-08-12,Alacant,Llar,
2024-12-01,Girona,Llibres,182.12
2024-02-27,Bilbao,Roba,114.47
2024-08-12,Barcelona,Llar,354.95
2024-04-01,Barcelona,Joguines,59.92
2024-05-19,València,Alimentació,331.62
2024-10-22,Saragossa,Esport,296.14
2024-12-03,Barcelona,Esport,441.1
2024-12-26,Madrid,Joguines,496.02
2024-12-22,Sevilla,Roba,442.14
2024-01-14,Bilbao,Llibres,NA
2024-06-14,Málaga,Llar,341.69
2024-08-16,Madrid,Joguines,NA
2024-12-08,Barcelona,Llar,161.54
2024-07-07,Madrid,Esport,495.18
2024-04-23,València,Electrònica,102.45
2024-06-10,Barcelona,Llibres,242.58
2024-01-19,"Barcelona, ES",Roba,127.34
2024-08-08,Alacant,Joguines,NA
2024-06-17,"Barcelona, ES",Electrònica,311.69
2024-02-21,València,Electrònica,35.04
2024-01-13,Madrid,Joguines,392.41
2024-01-26,València,Roba,218.76
2024-02-22,Barcelona,Electrònica,193.82
2024-02-20,Girona,Alimentació,394.8
2024-10-01,València,Llar,440.57
2024-10-04,Madrid,Llibres,229.77
2024-06-19,Barcelona,Electrònica,
2024-12-03,Sevilla,Joguines,288.74
2024-11-17,Madrid,Llar,312.32
2024-03-08,Barcelona,Electrònica,159.28
2024-07-17,Alacant,Joguines,293.91
2024-09-25,Barcelona,Llar,174.74
2024-06-01,Sevilla,Llibres,33.37
2024-09-27,Málaga,Joguines,NA
2024-06-07,Alacant,Llibres,393.71
2024-06-07,Bilbao,Llibres,236.36
2024-12-11,Málaga,Esport,309.97
2024-07-11,Barcelona,Llar,455.72
2024-08-08,Alacant,Llibres,118.99
2024-10-07,Madrid,Llibres,408.25
2024-12-13,Barcelona,Alimentació,8.33
2024-01-03,Madrid,Esport,148.84
2024-04-21,Sevilla,Joguines,487.78
2024-04-07,Madrid,Alimentació,360.82
2024-06-28,Sevilla,Alimentació,92.16
2024-05-04,Barcelona,Llibres,329.16
2024-02-11,Alacant,Roba,187.97
2024-06-22,Barcelona,Esport,498.86
2024-07-23,Barcelona,Alimentació,69.74
2024-04-07,Sevilla,Llibres,301.78
2024-11-08,Alacant,Joguines,98.61
2024-09-10,"Barcelona, ES",Roba,316.58
2024-05-28,Barcelona,Esport,443.49
2024-04-24,Barcelona,Llar,309.37
2024-03-17,Madrid,Llibres,190.26
2024-09-15,Barcelona,Llibres,348.78
2024-12-16,València,Esport,460.99
2024-10-21,Barcelona,Alimentació,228.78
2024-04-13,Madrid,Llar,287.83
2024-06-09,Sevilla,Alimentació,151.05
2024-09-12,Madrid,Electrònica,312.46
2024-07-15,València,Llar,251.28
2024-05-13,Barcelona,Llar,324.45
2024-06-03,Madrid,Esport,323.61
2024-05-08,Barcelona,Electrònica,275.28
2024-06-07,Saragossa,Roba,408.7
2024-11-28,Madrid,Llibres,73.24
2024-12-24,Sevilla,Roba,
2024-05-10,Málaga,Joguines,473.18
2024-10-25,Bilbao,Llar,494.69
2024-03-28,València,Alimentació,108.89
2024-04-17,Sevilla,Esport,362.64
2024-08-11,"Barcelona, ES",Roba,217.25
2024-12-14,Madrid,Llar,19.9
2024-03-19,Málaga,Roba,9.79
2024-11-27,Madrid,Alimentació,344.45
2024-07-25,Girona,Esport,295.54
2024-10-26,Barcelona,Alimentació,476.56
2024-06-19,Bilbao,Esport,289.07
2024-07-13,Barcelona,Llar,196.28
2024-08-04,Madrid,Llar,155.8
2024-03-04,Saragossa,Alimentació,NA
2024-12-20,València,Alimentació,456.12
2024-07-10,Barcelona,Roba,39.64
2024-01-12,Sevilla,Alimentació,455.36
2024-07-06,Alacant,Alimentació,241.73
2024-02-13,Alacant,Joguines,435.87
2024-05-14,Málaga,Llibres,303.84
2024-05-19,Barcelona,Llibres,141.34
2024-01-05,València,Joguines,404.75
2024-09-11,Málaga,Llar,290.19
2024-12-03,Madrid,Llar,422.11
2024-05-13,Bilbao,Joguines,210.45
2024-03-20,Girona,Llar,331.24
2024-12-19,Barcelona,Llibres,123.65
2024-03-09,Málaga,Esport,458.57
2024-12-24,Saragossa,Alimentació,208.58
2024-09-04,Alacant,Electrònica,254.68
2024-06-14,València,Roba,27.09
2024-01-03,Bilbao,Llibres,193.67
2024-12-13,Málaga,Llar,NA
2024-05-04,Saragossa,Alimentació,375.59
2024-08-15,Barcelona,Esport,358.22
2024-08-05,València,Roba,89.44
2024-01-20,Barcelona,Roba,372.02
2024-03-03,Saragossa,Electrònica,80.98
2024-06-06,Madrid,Electrònica,268.49
2024-08-23,Barcelona,Llibres,322.3
2024-12-22,Málaga,Llar,224.77
2024-10-01,Barcelona,Llar,464.77
2024-06-08,Barcelona,Electrònica,494.7
2024-06-27,Barcelona,Llibres,479.58
2024-02-26,Málaga,Llibres,87.69
2024-07-17,Barcelona,Roba,315.26
2024-10-07,Alacant,Llar,64.8
2024-04-04,Madrid,Alimentació,
2024-11-11,Barcelona,Alimentació,37.68
2024-05-21,Bilbao,Electrònica,113.19
2024-05-25,Bilbao,Electrònica,396.67
2024-10-06,Madrid,Electrònica,490.8
2024-12-13,Saragossa,Joguines,169.36
2024-11-25,Málaga,Roba,334.85
2024-02-11,Barcelona,Esport,257.96
2024-12-08,València,Llibres,120.14
2024-10-25,Málaga,Roba,217.11
2024-04-20,Barcelona,Alimentació,151.82
2024-03-13,Barcelona,Electrònica,364.03
2024-08-24,Málaga,Alimentació,323.58
2024-01-17,"Barcelona, ES",Llar,147.79
2024-01-08,Málaga,Roba,106.88
2024-01-22,Alacant,Joguines,361.15
2024-10-28,Madrid,Roba,316.74
2024-02-28,València,Alimentació,NA
2024-03-07,Barcelona,Alimentació,416.45
2024-04-08,València,Llar,159.17
2024-12-07,Madrid,Alimentació,155.03
2024-10-15,Alacant,Alimentació,391.74
2024-02-12,València,Alimentació,214.24
2024-10-24,València,Alimentació,397.81
2024-01-25,Madrid,Joguines,453.7
2024-05-20,Sevilla,Esport,132.36
2024-08-10,València,Llar,243.02
2024-06-05,Saragossa,Alimentació,98.86
2024-01-28,València,Llibres,205.25
2024-07-13,Alacant,Roba,157.37
2024-10-03,València,Electrònica,66.62
2024-10-06,Barcelona,Llar,386.78
2024-12-12,València,Llar,187.25
2024-01-21,Madrid,Llar,124.96
2024-01-27,Madrid,Llibres,350.25
2024-11-05,Madrid,Llar,77.95
2024-04-20,Sevilla,Llibres,11.11
2024-02-21,Saragossa,Llar,295.15
2024-02-17,Málaga,Llar,216.3
2024-12-10,València,Esport,194.48
2024-05-24,València,Llibres,59.09
2024-10-25,"Barcelona, ES",Joguines,375.62
2024-12-13,Saragossa,Electrònica,409.11
2024-01-04,Barcelona,Llibres,211.34
2024-05-24,València,Alimentació,353.5
2024-04-16,Barcelona,Electrònica,408.11
2024-03-07,Barcelona,Alimentació,99.98
2024-07-15,Bilbao,Esport,320.03
2024-02-10,Barcelona,Electrònica,174.37
2024-10-08,València,Llibres,9.71
2024-05-25,Alacant,Llibres,493.87
2024-02-07,Sevilla,Electrònica,262.44
2024-05-16,València,Roba,171.59
2024-11-11,Alacant,Joguines,183.8
2024-07-13,Bilbao,Roba,404.1
2024-01-15,Málaga,Llar,444.55
2024-03-01,Bilbao,Joguines,475.78
2024-04-12,València,Llibres,240.22
2024-07-22,Barcelona,Llibres,407.25
2024-01-21,Madrid,Electrònica,369.23
2024-11-15,Madrid,Llar,308.23
2024-02-12,València,Llar,429.26
2024-02-24,Madrid,Esport,75.86
2024-09-19,"Barcelona, ES",Llibres,68.29
2024-02-10,Málaga,Esport,236.07
2024-08-04,València,Esport,109.76
2024-11-23,Barcelona,Llar,19.46
2024-06-13,Girona,Alimentació,334.64
2024-11-04,Bilbao,Esport,248.52
2024-12-11,Málaga,Esport,302.34
2024-11-11,Madrid,Llibres,363.89
2024-11-21,"Barcelona, ES",Joguines,120.52
2024-05-04,Madrid,Electrònica,371.59
2024-04-24,Alacant,Esport,427.4
2024-07-19,Girona,Roba,270.12
2024-07-14,Madrid,Roba,467.29
2024-03-17,Bilbao,Esport,200.68
2024-09-28,València,Alimentació,151.93
2024-04-16,Saragossa,Alimentació,77.21
2024-11-28,"Barcelona, ES",Llibres,NA
2024-06-10,València,Llibres,498.44
2024-12-19,València,Joguines,149.29
2024-07-02,Alacant,Roba,359.8
2024-12-26,Madrid,Llibres,NA
2024-03-28,València,Llar,408.43
2024-03-01,Sevilla,Roba,239.34
2024-06-25,Madrid,Electrònica,145.1
2024-12-07,Saragossa,Esport,69.8
2024-10-28,"Barcelona, ES",Joguines,155.52
2024-11-06,Sevilla,Llar,149.09
2024-03-07,Madrid,Llibres,327.36
2024-06-24,Málaga,Electrònica,494.3
2024-03-13,Alacant,Llar,88.27
2024-01-04,Madrid,Llar,30.97
2024-09-21,Madrid,Llar,315.35
2024-07-08,Barcelona,Alimentació,154.83
2024-10-06,Bilbao,Llar,495.63
2024-11-22,Barcelona,Llar,326.9
2024-05-21,Bilbao,Roba,
2024-02-03,Barcelona,Llibres,257.33
2024-01-19,Sevilla,Esport,348.39
2024-02-26,Sevilla,Llar,324.08
2024-07-10,Sevilla,Electrònica,358.32
2024-09-06,València,Llibres,
2024-09-27,Sevilla,Joguines,36.65
2024-10-18,Saragossa,Joguines,377.99
2024-04-22,Málaga,Alimentació,349.13
2024-01-18,València,Roba,68.76
2024-04-21,Barcelona,Esport,377.77
2024-02-04,València,Roba,89.94
2024-11-01,Madrid,Electrònica,262.12
2024-05-22,Sevilla,Alimentació,349.08
2024-09-12,Bilbao,Esport,54.01
2024-01-08,Barcelona,Alimentació,417.15
2024-03-20,Sevilla,Esport,68.6
2024-10-14,Barcelona,Roba,326.64
2024-03-13,València,Roba,470.4
2024-03-18,Barcelona,Llibres,497.7
2024-12-21,Barcelona,Roba,325.65
2024-09-20,Barcelona,Joguines,496.26
2024-07-13,Barcelona,Esport,138.71
2024-09-04,Saragossa,Llar,321.89
2024-06-11,Girona,Alimentació,116.75
2024-01-04,Madrid,Alimentació,56.98
2024-02-06,Sevilla,Roba,404.37
2024-02-17,Madrid,Esport,278.01
2024-10-04,Málaga,Alimentació,377.18
2024-03-12,"Barcelona, ES",Llibres,268.18
2024-10-28,València,Esport,9.7
2024-09-23,Barcelona,Alimentació,285.94
2024-05-02,Alacant,Llibres,355.21
2024-04-22,Bilbao,Llibres,222.29
2024-06-26,València,Roba,216.74
2024-12-27,Madrid,Llibres,473.99
2024-07-25,Madrid,Electrònica,42.96
2024-04-03,Barcelona,Electrònica,146.5
2024-08-26,Málaga,Llar,466.56
2024-03-16,València,Llibres,444.6
2024-12-04,València,Esport,416.54
2024-01-23,València,Esport,125.89
2024-12-22,Alacant,Joguines,472.75
2024-11-20,Barcelona,Llar,338.89
2024-09-08,Barcelona,Roba,259.27
2024-01-14,València,Alimentació,61.05
2024-11-08,Málaga,Joguines,63.34
2024-05-16,Madrid,Alimentació,
2024-11-19,València,Roba,479.77
2024-09-27,Málaga,Llar,424.93
2024-01-12,Barcelona,Llar,180.18
2024-01-12,Málaga,Alimentació,9.39
2024-07-16,Barcelona,Esport,81.09
2024-02-16,Barcelona,Joguines,116.92
2024-07-12,Madrid,Llar,270.53
2024-05-04,Alacant,Llibres,85.11
2024-06-24,València,Roba,356.06
2024-02-07,Madrid,Alimentació,373.24
2024-01-06,Bilbao,Llar,491.55
2024-02-14,València,Llar,358.59
2024-06-25,Girona,Llar,462.16
2024-07-05,Barcelona,Electrònica,67.43
2024-06-17,Barcelona,Llibres,340.76
2024-06-14,Alacant,Llibres,
2024-08-10,Madrid,Electrònica,127.63
2024-03-24,València,Alimentació,61.93
2024-05-23,Madrid,Joguines,239.58
2024-02-23,Saragossa,Esport,496.31
2024-10-21,Bilbao,Alimentació,203.64
2024-05-07,Alacant,Llar,
2024-04-03,Málaga,Llar,156.69
2024-11-08,Madrid,Llar,257.38
2024-11-02,Madrid,Roba,471.78
2024-12-14,Madrid,Electrònica,5.27
2024-11-24,Madrid,Roba,454.7
2024-02-14,Barcelona,Llar,155.66
2024-02-22,Barcelona,Esport,69.5
2024-06-24,"Barcelona, ES",Llibres,266.79
2024-06-08,Bilbao,Alimentació,48.18
2024-02-05,Bilbao,Esport,295.35
2024-11-27,Barcelona,Llibres,53.83
2024-09-20,Madrid,Llibres,381.69
2024-09-24,Barcelona,Alimentació,277.5
2024-05-25,Málaga,Esport,447.98
2024-08-21,Saragossa,Llar,212.41
2024-09-26,Barcelona,Esport,483.91
2024-05-02,Alacant,Electrònica,348.43
2024-12-27,València,Llibres,259.18
2024-02-06,València,Esport,390.79
2024-07-20,Madrid,Alimentació,
2024-10-07,Sevilla,Electrònica,396.37
2024-08-17,Saragossa,Esport,426.98
2024-05-23,Madrid,Electrònica,27.58
2024-04-10,Barcelona,Alimentació,142.49
2024-03-09,Málaga,Electrònica,128.26
2024-04-18,Barcelona,Llibres,304.55
2024-06-11,Barcelona,Llibres,135.7
2024-03-14,Málaga,Roba,33.35
2024-01-27,Madrid,Llibres,92.48
2024-01-18,Bilbao,Joguines,391.35
2024-02-24,Girona,Llar,132.39
2024-11-21,Bilbao,Alimentació,114.22
2024-05-07,Sevilla,Joguines,200.75
2024-08-08,Saragossa,Llar,451.57
2024-02-16,Barcelona,Alimentació,92.17
2024-10-16,Alacant,Alimentació,15.42
2024-03-06,Málaga,Llibres,39.38
2024-02-14,Madrid,Llibres,54.62
2024-09-05,Saragossa,Joguines,
2024-02-13,Madrid,Electrònica,382.91
2024-11-02,Barcelona,Joguines,75.6
2024-11-20,Barcelona,Electrònica,57.64
2024-12-27,Madrid,Llibres,73.92
2024-10-15,Málaga,Roba,81.48
2024-01-18,Saragossa,Llibres,15.5
2024-01-04,Sevilla,Electrònica,419.06
2024-03-01,Málaga,Electrònica,195.76
2024-06-21,Madrid,Llibres,442.69
2024-02-16,Barcelona,Electrònica,478.45
2024-05-12,Barcelona,Roba,462.04
2024-02-02,Bilbao,Alimentació,170.75
2024-03-22,València,Llibres,314.26
2024-05-12,Málaga,Roba,332.56
2024-05-26,Málaga,Joguines,6.08
2024-03-25,Bilbao,Roba,226.11
2024-08-27,Barcelona,Esport,364.72
2024-03-03,Madrid,Alimentació,195.58
2024-06-16,València,Llibres,302.86
2024-11-11,Barcelona,Llibres,194.68
2024-09-16,Sevilla,Llar,411.6
2024-07-03,Sevilla,Llar,389.41
2024-12-08,Saragossa,Alimentació,105.62
2024-01-12,Sevilla,Alimentació,34.49
2024-06-12,Málaga,Joguines,73.98
2024-08-05,Málaga,Esport,456.91
2024-04-07,Málaga,Electrònica,63.03
2024-12-23,Barcelona,Llibres,
2024-07-12,Barcelona,Electrònica,41.52
2024-10-28,Barcelona,Alimentació,44.1
2024-02-01,Sevilla,Joguines,383.88
2024-08-24,Barcelona,Esport,153.26
2024-07-24,Madrid,Joguines,11.54
2024-02-05,Barcelona,Llibres,NA
2024-03-17,Barcelona,Llar,341.55
2024-08-18,Saragossa,Roba,253.43
2024-12-08,València,Alimentació,50.51
2024-07-05,Girona,Llar,113.36
2024-03-27,Girona,Esport,43.22
2024-12-15,València,Llibres,414.49
2024-03-02,"Barcelona, ES",Llibres,138.61
2024-02-03,Madrid,Joguines,18.88
2024-05-06,Sevilla,Electrònica,10.43
2024-05-07,Sevilla,Llibres,123.97
2024-02-19,Sevilla,Esport,244.48
2024-01-11,Barcelona,Roba,
2024-06-25,Madrid,Llar,160.66
2024-07-24,Madrid,Alimentació,53.2
2024-07-24,València,Esport,79.34
2024-10-26,Madrid,Esport,23.52
2024-03-05,Saragossa,Electrònica,51.18
2024-12-08,Málaga,Joguines,74.73
2024-12-06,Alacant,Esport,365.72
2024-11-17,Alacant,Roba,69.94
2024-05-12,Bilbao,Llar,NA
2024-12-25,Saragossa,Alimentació,307.14
2024-02-05,Sevilla,Llar,12.4
2024-05-18,Málaga,Joguines,48.15
2024-02-15,Madrid,Roba,143.66
2024-06-12,Barcelona,Alimentació,233.07
2024-08-09,Girona,Llar,74.52
2024-02-19,València,Roba,203.46
2024-10-22,Barcelona,Roba,314.19
2024-06-12,Barcelona,Llar,135.1
2024-11-02,Bilbao,Llibres,NA
2024-04-23,Málaga,Electrònica,57.12
2024-07-06,Sevilla,Joguines,197.17
2024-08-22,Barcelona,Llar,269.88
2024-08-04,Barcelona,Llibres,479.98
2024-07-25,València,Llar,162.06
2024-10-16,Madrid,Llibres,142.8
2024-01-18,Barcelona,Llar,110.67
2024-10-02,Alacant,Joguines,468.55
2024-06-26,València,Llar,109.69
2024-01-25,Saragossa,Roba,92.17
2024-03-03,Madrid,Electrònica,357.54
2024-07-17,Madrid,Roba,31.6
2024-07-11,Alacant,Roba,177.89
2024-07-16,València,Llibres,482.97
2024-07-12,Málaga,Esport,9.92
2024-10-07,Barcelona,Llibres,76.59
2024-11-27,Alacant,Llibres,367.9
2024-01-05,Málaga,Alimentació,161.62
2024-11-14,Madrid,Llibres,
2024-08-27,Málaga,Llibres,484.88
2024-02-02,Madrid,Alimentació,275.31
2024-03-20,Madrid,Roba,99.62
2024-11-19,Alacant,Roba,13.01
2024-05-17,Málaga,Electrònica,326.21
2024-08-14,València,Roba,215.8
2024-06-04,Alacant,Llar,92.56
2024-10-06,Sevilla,Llar,331.5
2024-11-14,Bilbao,Llibres,462.94
2024-02-03,"Barcelona, ES",Electrònica,13.13
2024-07-04,València,Joguines,274.64
2024-11-15,València,Joguines,NA
2024-05-28,València,Alimentació,278.04
2024-02-07,Málaga,Electrònica,397.91
2024-08-14,Málaga,Llibres,371.87
2024-01-12,Girona,Esport,440.41
2024-05-10,Málaga,Joguines,338.28
2024-01-14,Barcelona,Electrònica,190.33
2024-09-27,Girona,Roba,479.78
2024-07-08,Sevilla,Llar,324.0
2024-01-26,Alacant,Llar,319.96
2024-12-06,València,Roba,221.51
2024-02-23,"Barcelona, ES",Esport,290.58
2024-07-27,Girona,Roba,83.73
2024-06-07,Barcelona,Electrònica,316.3
2024-10-05,Barcelona,Llibres,486.34
2024-10-13,Barcelona,Llibres,229.58
2024-11-25,Madrid,Alimentació,114.77
2024-04-18,Málaga,Llibres,394.09
2024-05-22,Barcelona,Electrònica,315.58
2024-11-19,Málaga,Electrònica,299.97
2024-02-05,Madrid,Alimentació,249.65
2024-06-27,Madrid,Electrònica,15.87
2024-02-16,Alacant,Electrònica,212.85
2024-06-21,Málaga,Joguines,152.88
2024-03-22,Sevilla,Esport,63.02
2024-06-12,València,Esport,7.48
2024-09-24,Madrid,Electrònica,19.63
2024-01-17,València,Alimentació,185.62
2024-04-01,Madrid,Alimentació,347.34
2024-03-09,Madrid,Alimentació,177.53
2024-09-21,Madrid,Llibres,220.85
2024-07-07,Madrid,Alimentació,444.22
2024-05-13,Barcelona,Joguines,159.23
2024-04-24,València,Llar,374.8
2024-06-20,Barcelona,Llar,285.74
2024-06-21,Málaga,Llar,21.71
2024-09-09,Sevilla,Roba,439.24
2024-09-12,València,Electrònica,164.73
2024-03-12,Madrid,Alimentació,189.12
2024-06-04,Barcelona,Llibres,
2024-06-07,València,Joguines,120.16
2024-02-13,Madrid,Alimentació,55.95
2024-05-23,Bilbao,Joguines,42.04
2024-11-14,Saragossa,Llar,163.46
2024-04-02,"Barcelona, ES",Llar,NA
2024-05-14,Barcelona,Llar,166.8
2024-07-08,Sevilla,Roba,
2024-10-01,Málaga,Roba,483.59
2024-01-18,Alacant,Electrònica,13.05
2024-08-04,Málaga,Llar,140.96
2024-06-13,Barcelona,Joguines,308.1
2024-07-10,Saragossa,Llar,322.34
2024-02-27,Madrid,Esport,115.89
2024-01-05,Barcelona,Roba,363.51
2024-04-06,Barcelona,Llibres,187.6
2024-09-01,Alacant,Joguines,NA
2024-01-04,Barcelona,Roba,168.02
2024-10-26,"Barcelona, ES",Roba,462.8
2024-10-15,Barcelona,Roba,377.75
2024-07-21,València,Electrònica,124.06
2024-08-22,València,Roba,366.78
2024-04-03,Madrid,Roba,179.74
2024-04-22,Bilbao,Joguines,43.62
2024-08-02,Madrid,Llibres,410.16
2024-04-16,Barcelona,Alimentació,381.99
2024-09-28,Madrid,Roba,329.37
